Category,Coach,Pixel ID,Course Code,Course Name,L1 Slug,L2 Slug,L3 Slug,L4 Slug,L1 Tag,PRO Tag,CF L1 SKU,CF PRO SKU,Sales Page Slug,Checkout Slug,OTO 1 Slug,Thank You Page Slug,L1 Price,PRO Price,Status,Tier,Priority
NUTRITION & LIFESTYLE,Sarah,SarahFunctionalMedicine,FM122,Certified Intuitive Eating Specialist™,intuitive-eating-specialist,fm122-pro-advanced,fm122-pro-master,fm122-pro-practice,intuitive_eating_specialist_purchased,fm122_pro_accelerator_purchased,intuitive-eating-specialist-certification,fm122-pro-accelerator,intuitive-eating-specialist-certification,checkout-intuitive-eating-specialist,oto-fm122-pro-accelerator,thank-you-intuitive-eating-specialist,97,397,GENERATE NOW,FRONTEND,55
DIET & NUTRITION APPROACHES,Sarah,SarahFunctionalMedicine,FM123,Certified Intuitive Eating Specialist™,intuitive-eating-specialist,fm123-pro-advanced,fm123-pro-master,fm123-pro-practice,intuitive_eating_specialist_purchased,fm123_pro_accelerator_purchased,intuitive-eating-specialist-certification,fm123-pro-accelerator,intuitive-eating-specialist-certification,checkout-intuitive-eating-specialist,oto-fm123-pro-accelerator,thank-you-intuitive-eating-specialist,97,397,GENERATE NOW,FRONTEND,56
MEN'S HEALTH,Sarah,SarahFunctionalMedicine,FM149,Certified Men's Stress & Burnout Specialist™,mens-stress-and-burnout-specialist,fm149-pro-advanced,fm149-pro-master,fm149-pro-practice,mens_stress_and_burnout_specialist_purchased,fm149_pro_accelerator_purchased,mens-stress-and-burnout-specialist-certification,fm149-pro-accelerator,mens-stress-and-burnout-specialist-certification,checkout-mens-stress-and-burnout-specialist,oto-fm149-pro-accelerator,thank-you-mens-stress-and-burnout-specialist,97,397,GENERATE NOW,FRONTEND,57
CLINICAL CONDITIONS,Sarah,SarahFunctionalMedicine,FM159,Certified Mold Illness Recovery Practitioner™,mold-illness-recovery-practitioner,fm159-pro-advanced,fm159-pro-master,fm159-pro-practice,mold_illness_recovery_practitioner_purchased,fm159_pro_accelerator_purchased,mold-illness-recovery-practitioner-certification,fm159-pro-accelerator,mold-illness-recovery-practitioner-certification,checkout-mold-illness-recovery-practitioner,oto-fm159-pro-accelerator,thank-you-mold-illness-recovery-practitioner,97,397,WEEK 2,QUICKWIN,49
CLINICAL CONDITIONS,Sarah,SarahFunctionalMedicine,FM165,Certified NAD+ Therapy Practitioner™,nad-and-therapy-practitioner,fm165-pro-advanced,fm165-pro-master,fm165-pro-practice,nad_and_therapy_practitioner_purchased,fm165_pro_accelerator_purchased,nad-and-therapy-practitioner-certification,fm165-pro-accelerator,nad-and-therapy-practitioner-certification,checkout-nad-and-therapy-practitioner,oto-fm165-pro-accelerator,thank-you-nad-and-therapy-practitioner,97,397,WEEK 2,QUICKWIN,50
ADVANCED FUNCTIONAL MEDICINE,Sarah,SarahIntegrativeMedicine,IM012,Certified DUTCH Test Interpretation Specialist™,dutch-test-interpretation-specialist,im012-pro-advanced,im012-pro-master,im012-pro-practice,dutch_test_interpretation_specialist_purchased,im012_pro_accelerator_purchased,dutch-test-interpretation-specialist-certification,im012-pro-accelerator,dutch-test-interpretation-specialist-certification,checkout-dutch-test-interpretation-specialist,oto-im012-pro-accelerator,thank-you-dutch-test-interpretation-specialist,97,397,WEEK 2,QUICKWIN,56
GENETICS & ADVANCED TESTING,Sarah,SarahIntegrativeMedicine,IM026,Certified Functional Lab Testing Specialist™,functional-lab-testing-specialist,im026-pro-advanced,im026-pro-master,im026-pro-practice,functional_lab_testing_specialist_purchased,im026_pro_accelerator_purchased,functional-lab-testing-specialist-certification,im026-pro-accelerator,functional-lab-testing-specialist-certification,checkout-functional-lab-testing-specialist,oto-im026-pro-accelerator,thank-you-functional-lab-testing-specialist,97,397,WEEK 2,QUICKWIN,57
ADVANCED FUNCTIONAL MEDICINE,Sarah,SarahIntegrativeMedicine,IM030,Certified GI-MAP Interpretation Specialist™,gi-map-interpretation-specialist,im030-pro-advanced,im030-pro-master,im030-pro-practice,gi_map_interpretation_specialist_purchased,im030_pro_accelerator_purchased,gi-map-interpretation-specialist-certification,im030-pro-accelerator,gi-map-interpretation-specialist-certification,checkout-gi-map-interpretation-specialist,oto-im030-pro-accelerator,thank-you-gi-map-interpretation-specialist,97,397,WEEK 2,QUICKWIN,55
HEALTHCARE PROFESSIONAL TRACKS,Sarah,SarahIntegrativeMedicine,IM040,Certified Midwife Health Specialist™,midwife-health-specialist,im040-pro-advanced,im040-pro-master,im040-pro-practice,midwife_health_specialist_purchased,im040_pro_accelerator_purchased,midwife-health-specialist-certification,im040-pro-accelerator,midwife-health-specialist-certification,checkout-midwife-health-specialist,oto-im040-pro-accelerator,thank-you-midwife-health-specialist,97,397,GENERATE NOW,FRONTEND,58
HORMONES & METABOLISM,Sarah,SarahWomensHormones,WH003,Certified Adrenal Fatigue & Burnout Specialist™,adrenal-fatigue-and-burnout-specialist,wh003-pro-advanced,wh003-pro-master,wh003-pro-practice,adrenal_fatigue_and_burnout_specialist_purchased,wh003_pro_accelerator_purchased,adrenal-fatigue-and-burnout-specialist-certification,wh003-pro-accelerator,adrenal-fatigue-and-burnout-specialist-certification,checkout-adrenal-fatigue-and-burnout-specialist,oto-wh003-pro-accelerator,thank-you-adrenal-fatigue-and-burnout-specialist,97,397,WEEK 2,QUICKWIN,54
WOMEN'S HEALTH & HORMONES,Sarah,SarahWomensHormones,WH027,Certified Menopause & Perimenopause Specialist™,menopause-and-perimenopause-specialist,wh027-pro-advanced,wh027-pro-master,wh027-pro-practice,menopause_and_perimenopause_specialist_purchased,wh027_pro_accelerator_purchased,menopause-and-perimenopause-specialist-certification,wh027-pro-accelerator,menopause-and-perimenopause-specialist-certification,checkout-menopause-and-perimenopause-specialist,oto-wh027-pro-accelerator,thank-you-menopause-and-perimenopause-specialist,97,397,GENERATE NOW,FRONTEND,5
WOMEN'S HEALTH & HORMONES,Sarah,SarahWomensHormones,WH030,Certified PCOS & Metabolic Health Specialist™,pcos-and-metabolic-health-specialist,wh030-pro-advanced,wh030-pro-master,wh030-pro-practice,pcos_and_metabolic_health_specialist_purchased,wh030_pro_accelerator_purchased,pcos-and-metabolic-health-specialist-certification,wh030-pro-accelerator,pcos-and-metabolic-health-specialist-certification,checkout-pcos-and-metabolic-health-specialist,oto-wh030-pro-accelerator,thank-you-pcos-and-metabolic-health-specialist,97,397,GENERATE NOW,FRONTEND,6
WOMEN'S HORMONES,Sarah,SarahWomensHormones,WH031,Certified PMDD Specialist™,pmdd-specialist,wh031-pro-advanced,wh031-pro-master,wh031-pro-practice,pmdd_specialist_purchased,wh031_pro_accelerator_purchased,pmdd-specialist-certification,wh031-pro-accelerator,pmdd-specialist-certification,checkout-pmdd-specialist,oto-wh031-pro-accelerator,thank-you-pmdd-specialist,97,397,WEEK 2,QUICKWIN,52
HORMONES & METABOLISM,Sarah,SarahWomensHormones,WH038,Certified Stress & Sleep Optimization Specialist™,stress-and-sleep-optimization-specialist,wh038-pro-advanced,wh038-pro-master,wh038-pro-practice,stress_and_sleep_optimization_specialist_purchased,wh038_pro_accelerator_purchased,stress-and-sleep-optimization-specialist-certification,wh038-pro-accelerator,stress-and-sleep-optimization-specialist-certification,checkout-stress-and-sleep-optimization-specialist,oto-wh038-pro-accelerator,thank-you-stress-and-sleep-optimization-specialist,97,397,GENERATE NOW,FRONTEND,59
HORMONES & METABOLISM,Sarah,SarahWomensHormones,WH040,Certified Thyroid & Metabolism Health Specialist™,thyroid-and-metabolism-health-specialist,wh040-pro-advanced,wh040-pro-master,wh040-pro-practice,thyroid_and_metabolism_health_specialist_purchased,wh040_pro_accelerator_purchased,thyroid-and-metabolism-health-specialist-certification,wh040-pro-accelerator,thyroid-and-metabolism-health-specialist-certification,checkout-thyroid-and-metabolism-health-specialist,oto-wh040-pro-accelerator,thank-you-thyroid-and-metabolism-health-specialist,97,397,WEEK 2,QUICKWIN,53
WOMEN'S HEALTH & HORMONES,Sarah,SarahWomensHormones,WH044,Certified Women's Hormone Health Specialist™,womens-hormone-health-specialist,wh044-pro-advanced,wh044-pro-master,wh044-pro-practice,womens_hormone_health_specialist_purchased,wh044_pro_accelerator_purchased,womens-hormone-health-specialist-certification,wh044-pro-accelerator,womens-hormone-health-specialist-certification,checkout-womens-hormone-health-specialist,oto-wh044-pro-accelerator,thank-you-womens-hormone-health-specialist,97,397,GENERATE NOW,FRONTEND,4
