Category,Coach,Pixel ID,Course Code,Course Name,L1 Slug,L2 Slug,L3 Slug,L4 Slug,L1 Tag,PRO Tag,CF L1 SKU,CF PRO SKU,Sales Page Slug,Checkout Slug,OTO 1 Slug,Thank You Page Slug,L1 Price,PRO Price,Status,Tier,Priority
SPIRITUAL HEALING & ENERGY WORK,Luna,LunaEnergyHealing,SE015,Certified Crystal Healing Practitioner™,crystal-healing-practitioner,se015-pro-advanced,se015-pro-master,se015-pro-practice,crystal_healing_practitioner_purchased,se015_pro_accelerator_purchased,crystal-healing-practitioner-certification,se015-pro-accelerator,crystal-healing-practitioner-certification,checkout-crystal-healing-practitioner,oto-se015-pro-accelerator,thank-you-crystal-healing-practitioner,97,397,GENERATE NOW,FRONTEND,21
SPIRITUAL & ENERGY,Luna,LunaEnergyHealing,SE016,Certified Distance Healing Practitioner™,distance-healing-practitioner,se016-pro-advanced,se016-pro-master,se016-pro-practice,distance_healing_practitioner_purchased,se016_pro_accelerator_purchased,distance-healing-practitioner-certification,se016-pro-accelerator,distance-healing-practitioner-certification,checkout-distance-healing-practitioner,oto-se016-pro-accelerator,thank-you-distance-healing-practitioner,97,397,NOT LAUNCHED,CATALOG,225
SPIRITUAL HEALING,Luna,LunaEnergyHealing,SE017,Certified Dowsing Specialist™,dowsing-specialist,se017-pro-advanced,se017-pro-master,se017-pro-practice,dowsing_specialist_purchased,se017_pro_accelerator_purchased,dowsing-specialist-certification,se017-pro-accelerator,dowsing-specialist-certification,checkout-dowsing-specialist,oto-se017-pro-accelerator,thank-you-dowsing-specialist,97,397,NOT LAUNCHED,CATALOG,226
SPIRITUAL & ENERGY,Luna,LunaEnergyHealing,SE018,Certified Dream Interpretation Practitioner™,dream-interpretation-practitioner,se018-pro-advanced,se018-pro-master,se018-pro-practice,dream_interpretation_practitioner_purchased,se018_pro_accelerator_purchased,dream-interpretation-practitioner-certification,se018-pro-accelerator,dream-interpretation-practitioner-certification,checkout-dream-interpretation-practitioner,oto-se018-pro-accelerator,thank-you-dream-interpretation-practitioner,97,397,NOT LAUNCHED,CATALOG,227
SPIRITUAL HEALING & ENERGY WORK,Luna,LunaEnergyHealing,SE019,Certified Energy Healing Practitioner™,energy-healing-practitioner,se019-pro-advanced,se019-pro-master,se019-pro-practice,energy_healing_practitioner_purchased,se019_pro_accelerator_purchased,energy-healing-practitioner-certification,se019-pro-accelerator,energy-healing-practitioner-certification,checkout-energy-healing-practitioner,oto-se019-pro-accelerator,thank-you-energy-healing-practitioner,97,397,GENERATE NOW,FRONTEND,22
SPIRITUAL HEALING,Luna,LunaEsoteric,SE020,Certified Evolutionary Astrology Practitioner™,evolutionary-astrology-practitioner,se020-pro-advanced,se020-pro-master,se020-pro-practice,evolutionary_astrology_practitioner_purchased,se020_pro_accelerator_purchased,evolutionary-astrology-practitioner-certification,se020-pro-accelerator,evolutionary-astrology-practitioner-certification,checkout-evolutionary-astrology-practitioner,oto-se020-pro-accelerator,thank-you-evolutionary-astrology-practitioner,97,397,NOT LAUNCHED,CATALOG,228
SPIRITUAL HEALING,Luna,LunaEnergyHealing,SE021,Certified Face Reading Specialist™,face-reading-specialist,se021-pro-advanced,se021-pro-master,se021-pro-practice,face_reading_specialist_purchased,se021_pro_accelerator_purchased,face-reading-specialist-certification,se021-pro-accelerator,face-reading-specialist-certification,checkout-face-reading-specialist,oto-se021-pro-accelerator,thank-you-face-reading-specialist,97,397,NOT LAUNCHED,CATALOG,229
SPIRITUAL HEALING,Luna,LunaEnergyHealing,SE022,Certified Feng Shui Consultant™,feng-shui-consultant,se022-pro-advanced,se022-pro-master,se022-pro-practice,feng_shui_consultant_purchased,se022_pro_accelerator_purchased,feng-shui-consultant-certification,se022-pro-accelerator,feng-shui-consultant-certification,checkout-feng-shui-consultant,oto-se022-pro-accelerator,thank-you-feng-shui-consultant,97,397,NOT LAUNCHED,CATALOG,230
SPIRITUAL HEALING & ENERGY WORK,Luna,LunaEnergyHealing,SE023,Certified Gene Keys Practitioner™,gene-keys-practitioner,se023-pro-advanced,se023-pro-master,se023-pro-practice,gene_keys_practitioner_purchased,se023_pro_accelerator_purchased,gene-keys-practitioner-certification,se023-pro-accelerator,gene-keys-practitioner-certification,checkout-gene-keys-practitioner,oto-se023-pro-accelerator,thank-you-gene-keys-practitioner,97,397,NOT LAUNCHED,CATALOG,231
SPIRITUAL HEALING,Luna,LunaEnergyHealing,SE024,Certified Gene Keys Practitioner™,gene-keys-practitioner,se024-pro-advanced,se024-pro-master,se024-pro-practice,gene_keys_practitioner_purchased,se024_pro_accelerator_purchased,gene-keys-practitioner-certification,se024-pro-accelerator,gene-keys-practitioner-certification,checkout-gene-keys-practitioner,oto-se024-pro-accelerator,thank-you-gene-keys-practitioner,97,397,NOT LAUNCHED,CATALOG,232
SPIRITUAL HEALING,Luna,LunaEnergyHealing,SE025,Certified House Cleansing Specialist™,house-cleansing-specialist,se025-pro-advanced,se025-pro-master,se025-pro-practice,house_cleansing_specialist_purchased,se025_pro_accelerator_purchased,house-cleansing-specialist-certification,se025-pro-accelerator,house-cleansing-specialist-certification,checkout-house-cleansing-specialist,oto-se025-pro-accelerator,thank-you-house-cleansing-specialist,97,397,NOT LAUNCHED,CATALOG,233
SPIRITUAL HEALING & ENERGY WORK,Luna,LunaEsoteric,SE026,Certified Human Design Practitioner™,human-design-practitioner,se026-pro-advanced,se026-pro-master,se026-pro-practice,human_design_practitioner_purchased,se026_pro_accelerator_purchased,human-design-practitioner-certification,se026-pro-accelerator,human-design-practitioner-certification,checkout-human-design-practitioner,oto-se026-pro-accelerator,thank-you-human-design-practitioner,97,397,NOT LAUNCHED,CATALOG,234
SPIRITUAL HEALING,Luna,LunaEsoteric,SE027,Certified I Ching Practitioner™,i-ching-practitioner,se027-pro-advanced,se027-pro-master,se027-pro-practice,i_ching_practitioner_purchased,se027_pro_accelerator_purchased,i-ching-practitioner-certification,se027-pro-accelerator,i-ching-practitioner-certification,checkout-i-ching-practitioner,oto-se027-pro-accelerator,thank-you-i-ching-practitioner,97,397,NOT LAUNCHED,CATALOG,235
SPIRITUAL HEALING & ENERGY WORK,Luna,LunaEsoteric,SE028,Certified Intuitive Development Practitioner™,intuitive-development-practitioner,se028-pro-advanced,se028-pro-master,se028-pro-practice,intuitive_development_practitioner_purchased,se028_pro_accelerator_purchased,intuitive-development-practitioner-certification,se028-pro-accelerator,intuitive-development-practitioner-certification,checkout-intuitive-development-practitioner,oto-se028-pro-accelerator,thank-you-intuitive-development-practitioner,97,397,NOT LAUNCHED,CATALOG,236
SPIRITUAL & ENERGY,Luna,LunaEnergyHealing,SE029,Certified Kundalini Practitioner™,kundalini-practitioner,se029-pro-advanced,se029-pro-master,se029-pro-practice,kundalini_practitioner_purchased,se029_pro_accelerator_purchased,kundalini-practitioner-certification,se029-pro-accelerator,kundalini-practitioner-certification,checkout-kundalini-practitioner,oto-se029-pro-accelerator,thank-you-kundalini-practitioner,97,397,NOT LAUNCHED,CATALOG,237
SPIRITUAL HEALING,Luna,LunaEnergyHealing,SE030,Certified Land Energy Healing Practitioner™,land-energy-healing-practitioner,se030-pro-advanced,se030-pro-master,se030-pro-practice,land_energy_healing_practitioner_purchased,se030_pro_accelerator_purchased,land-energy-healing-practitioner-certification,se030-pro-accelerator,land-energy-healing-practitioner-certification,checkout-land-energy-healing-practitioner,oto-se030-pro-accelerator,thank-you-land-energy-healing-practitioner,97,397,GENERATE NOW,FRONTEND,23
SPIRITUAL HEALING,Luna,LunaEnergyHealing,SE031,Certified Ley Line Practitioner™,ley-line-practitioner,se031-pro-advanced,se031-pro-master,se031-pro-practice,ley_line_practitioner_purchased,se031_pro_accelerator_purchased,ley-line-practitioner-certification,se031-pro-accelerator,ley-line-practitioner-certification,checkout-ley-line-practitioner,oto-se031-pro-accelerator,thank-you-ley-line-practitioner,97,397,NOT LAUNCHED,CATALOG,239
SPIRITUAL HEALING & ENERGY WORK,Luna,LunaEsoteric,SE032,Certified Manifestation & Law of Attraction Practitioner™,manifestation-and-law-of-attraction-practitioner,se032-pro-advanced,se032-pro-master,se032-pro-practice,manifestation_and_law_of_attraction_practitioner_purchased,se032_pro_accelerator_purchased,manifestation-and-law-of-attraction-practitioner-certification,se032-pro-accelerator,manifestation-and-law-of-attraction-practitioner-certification,checkout-manifestation-and-law-of-attraction-practitioner,oto-se032-pro-accelerator,thank-you-manifestation-and-law-of-attraction-practitioner,97,397,NOT LAUNCHED,CATALOG,240
SPIRITUAL HEALING,Luna,LunaEnergyHealing,SE033,Certified Medicine Wheel Practitioner™,medicine-wheel-practitioner,se033-pro-advanced,se033-pro-master,se033-pro-practice,medicine_wheel_practitioner_purchased,se033_pro_accelerator_purchased,medicine-wheel-practitioner-certification,se033-pro-accelerator,medicine-wheel-practitioner-certification,checkout-medicine-wheel-practitioner,oto-se033-pro-accelerator,thank-you-medicine-wheel-practitioner,97,397,NOT LAUNCHED,CATALOG,241
SPIRITUAL HEALING,Luna,LunaEsoteric,SE034,Certified Mediumship Development Practitioner™,mediumship-development-practitioner,se034-pro-advanced,se034-pro-master,se034-pro-practice,mediumship_development_practitioner_purchased,se034_pro_accelerator_purchased,mediumship-development-practitioner-certification,se034-pro-accelerator,mediumship-development-practitioner-certification,checkout-mediumship-development-practitioner,oto-se034-pro-accelerator,thank-you-mediumship-development-practitioner,97,397,NOT LAUNCHED,CATALOG,242
SPIRITUAL HEALING & ENERGY WORK,Luna,LunaEsoteric,SE035,Certified Moon Cycle & Lunar Living Practitioner™,moon-cycle-and-lunar-living-practitioner,se035-pro-advanced,se035-pro-master,se035-pro-practice,moon_cycle_and_lunar_living_practitioner_purchased,se035_pro_accelerator_purchased,moon-cycle-and-lunar-living-practitioner-certification,se035-pro-accelerator,moon-cycle-and-lunar-living-practitioner-certification,checkout-moon-cycle-and-lunar-living-practitioner,oto-se035-pro-accelerator,thank-you-moon-cycle-and-lunar-living-practitioner,97,397,NOT LAUNCHED,CATALOG,243
SPIRITUAL HEALING,Luna,LunaEsoteric,SE036,Certified Numerology Life Path Practitioner™,numerology-life-path-practitioner,se036-pro-advanced,se036-pro-master,se036-pro-practice,numerology_life_path_practitioner_purchased,se036_pro_accelerator_purchased,numerology-life-path-practitioner-certification,se036-pro-accelerator,numerology-life-path-practitioner-certification,checkout-numerology-life-path-practitioner,oto-se036-pro-accelerator,thank-you-numerology-life-path-practitioner,97,397,NOT LAUNCHED,CATALOG,244
SPIRITUAL HEALING & ENERGY WORK,Luna,LunaEsoteric,SE037,Certified Numerology Practitioner™,numerology-practitioner,se037-pro-advanced,se037-pro-master,se037-pro-practice,numerology_practitioner_purchased,se037_pro_accelerator_purchased,numerology-practitioner-certification,se037-pro-accelerator,numerology-practitioner-certification,checkout-numerology-practitioner,oto-se037-pro-accelerator,thank-you-numerology-practitioner,97,397,NOT LAUNCHED,CATALOG,245
SPIRITUAL HEALING,Luna,LunaEsoteric,SE038,Certified Palmistry Practitioner™,palmistry-practitioner,se038-pro-advanced,se038-pro-master,se038-pro-practice,palmistry_practitioner_purchased,se038_pro_accelerator_purchased,palmistry-practitioner-certification,se038-pro-accelerator,palmistry-practitioner-certification,checkout-palmistry-practitioner,oto-se038-pro-accelerator,thank-you-palmistry-practitioner,97,397,NOT LAUNCHED,CATALOG,246
SPIRITUAL HEALING & ENERGY WORK,Luna,LunaEsoteric,SE039,Certified Past Life Regression Practitioner™,past-life-regression-practitioner,se039-pro-advanced,se039-pro-master,se039-pro-practice,past_life_regression_practitioner_purchased,se039_pro_accelerator_purchased,past-life-regression-practitioner-certification,se039-pro-accelerator,past-life-regression-practitioner-certification,checkout-past-life-regression-practitioner,oto-se039-pro-accelerator,thank-you-past-life-regression-practitioner,97,397,NOT LAUNCHED,CATALOG,247
SPIRITUAL HEALING,Luna,LunaEsoteric,SE040,Certified Past Life Regression Therapist™,past-life-regression-therapist,se040-pro-advanced,se040-pro-master,se040-pro-practice,past_life_regression_therapist_purchased,se040_pro_accelerator_purchased,past-life-regression-therapist-certification,se040-pro-accelerator,past-life-regression-therapist-certification,checkout-past-life-regression-therapist,oto-se040-pro-accelerator,thank-you-past-life-regression-therapist,97,397,GENERATE NOW,FRONTEND,24
SPIRITUAL & ENERGY,Luna,LunaEsoteric,SE041,Certified Pendulum Healing Practitioner™,pendulum-healing-practitioner,se041-pro-advanced,se041-pro-master,se041-pro-practice,pendulum_healing_practitioner_purchased,se041_pro_accelerator_purchased,pendulum-healing-practitioner-certification,se041-pro-accelerator,pendulum-healing-practitioner-certification,checkout-pendulum-healing-practitioner,oto-se041-pro-accelerator,thank-you-pendulum-healing-practitioner,97,397,NOT LAUNCHED,CATALOG,248
SPIRITUAL HEALING,Luna,LunaEsoteric,SE042,Certified Pendulum Practitioner™,pendulum-practitioner,se042-pro-advanced,se042-pro-master,se042-pro-practice,pendulum_practitioner_purchased,se042_pro_accelerator_purchased,pendulum-practitioner-certification,se042-pro-accelerator,pendulum-practitioner-certification,checkout-pendulum-practitioner,oto-se042-pro-accelerator,thank-you-pendulum-practitioner,97,397,NOT LAUNCHED,CATALOG,249
SPIRITUAL HEALING,Luna,LunaEnergyHealing,SE043,Certified Pranic Healing Practitioner™,pranic-healing-practitioner,se043-pro-advanced,se043-pro-master,se043-pro-practice,pranic_healing_practitioner_purchased,se043_pro_accelerator_purchased,pranic-healing-practitioner-certification,se043-pro-accelerator,pranic-healing-practitioner-certification,checkout-pranic-healing-practitioner,oto-se043-pro-accelerator,thank-you-pranic-healing-practitioner,97,397,NOT LAUNCHED,CATALOG,250
SPIRITUAL HEALING,Luna,LunaEnergyHealing,SE044,Certified Quantum Healing Practitioner™,quantum-healing-practitioner,se044-pro-advanced,se044-pro-master,se044-pro-practice,quantum_healing_practitioner_purchased,se044_pro_accelerator_purchased,quantum-healing-practitioner-certification,se044-pro-accelerator,quantum-healing-practitioner-certification,checkout-quantum-healing-practitioner,oto-se044-pro-accelerator,thank-you-quantum-healing-practitioner,97,397,NOT LAUNCHED,CATALOG,251
SPIRITUAL HEALING & ENERGY WORK,Luna,LunaEnergyHealing,SE045,Certified Reiki Level 1 & 2 Practitioner™,reiki-level-1-and-2-practitioner,se045-pro-advanced,se045-pro-master,se045-pro-practice,reiki_level_1_and_2_practitioner_purchased,se045_pro_accelerator_purchased,reiki-level-1-and-2-practitioner-certification,se045-pro-accelerator,reiki-level-1-and-2-practitioner-certification,checkout-reiki-level-1-and-2-practitioner,oto-se045-pro-accelerator,thank-you-reiki-level-1-and-2-practitioner,97,397,NOT LAUNCHED,CATALOG,252
SPIRITUAL HEALING & ENERGY WORK,Luna,LunaEnergyHealing,SE046,Certified Sacred Ceremony & Ritual Practitioner™,sacred-ceremony-and-ritual-practitioner,se046-pro-advanced,se046-pro-master,se046-pro-practice,sacred_ceremony_and_ritual_practitioner_purchased,se046_pro_accelerator_purchased,sacred-ceremony-and-ritual-practitioner-certification,se046-pro-accelerator,sacred-ceremony-and-ritual-practitioner-certification,checkout-sacred-ceremony-and-ritual-practitioner,oto-se046-pro-accelerator,thank-you-sacred-ceremony-and-ritual-practitioner,97,397,NOT LAUNCHED,CATALOG,253
SPIRITUAL HEALING,Luna,LunaEnergyHealing,SE047,Certified Sacred Geometry Healer™,sacred-geometry-healer,se047-pro-advanced,se047-pro-master,se047-pro-practice,sacred_geometry_healer_purchased,se047_pro_accelerator_purchased,sacred-geometry-healer-certification,se047-pro-accelerator,sacred-geometry-healer-certification,checkout-sacred-geometry-healer,oto-se047-pro-accelerator,thank-you-sacred-geometry-healer,97,397,NOT LAUNCHED,CATALOG,254
SPIRITUAL & ENERGY,Luna,LunaEnergyHealing,SE048,Certified Sacred Geometry Practitioner™,sacred-geometry-practitioner,se048-pro-advanced,se048-pro-master,se048-pro-practice,sacred_geometry_practitioner_purchased,se048_pro_accelerator_purchased,sacred-geometry-practitioner-certification,se048-pro-accelerator,sacred-geometry-practitioner-certification,checkout-sacred-geometry-practitioner,oto-se048-pro-accelerator,thank-you-sacred-geometry-practitioner,97,397,NOT LAUNCHED,CATALOG,255
SPIRITUAL & ENERGY,Luna,LunaEnergyHealing,SE049,Certified Shadow Work Practitioner™,shadow-work-practitioner,se049-pro-advanced,se049-pro-master,se049-pro-practice,shadow_work_practitioner_purchased,se049_pro_accelerator_purchased,shadow-work-practitioner-certification,se049-pro-accelerator,shadow-work-practitioner-certification,checkout-shadow-work-practitioner,oto-se049-pro-accelerator,thank-you-shadow-work-practitioner,97,397,NOT LAUNCHED,CATALOG,256
SPIRITUAL HEALING & ENERGY WORK,Luna,LunaEnergyHealing,SE050,Certified Shamanic Healing Foundations Practitioner™,shamanic-healing-foundations-practitioner,se050-pro-advanced,se050-pro-master,se050-pro-practice,shamanic_healing_foundations_practitioner_purchased,se050_pro_accelerator_purchased,shamanic-healing-foundations-practitioner-certification,se050-pro-accelerator,shamanic-healing-foundations-practitioner-certification,checkout-shamanic-healing-foundations-practitioner,oto-se050-pro-accelerator,thank-you-shamanic-healing-foundations-practitioner,97,397,NOT LAUNCHED,CATALOG,257
SPIRITUAL HEALING,Luna,LunaEnergyHealing,SE051,Certified Shamanic Journey Facilitator™,shamanic-journey-facilitator,se051-pro-advanced,se051-pro-master,se051-pro-practice,shamanic_journey_facilitator_purchased,se051_pro_accelerator_purchased,shamanic-journey-facilitator-certification,se051-pro-accelerator,shamanic-journey-facilitator-certification,checkout-shamanic-journey-facilitator,oto-se051-pro-accelerator,thank-you-shamanic-journey-facilitator,97,397,NOT LAUNCHED,CATALOG,258
SPIRITUAL HEALING,Luna,LunaEnergyHealing,SE052,Certified Singing Bowl Practitioner™,singing-bowl-practitioner,se052-pro-advanced,se052-pro-master,se052-pro-practice,singing_bowl_practitioner_purchased,se052_pro_accelerator_purchased,singing-bowl-practitioner-certification,se052-pro-accelerator,singing-bowl-practitioner-certification,checkout-singing-bowl-practitioner,oto-se052-pro-accelerator,thank-you-singing-bowl-practitioner,97,397,NOT LAUNCHED,CATALOG,259
SPIRITUAL HEALING,Luna,LunaEnergyHealing,SE065,Certified Soul Purpose Coach™,soul-purpose-coach,se065-pro-advanced,se065-pro-master,se065-pro-practice,soul_purpose_coach_purchased,se065_pro_accelerator_purchased,soul-purpose-coach-certification,se065-pro-accelerator,soul-purpose-coach-certification,checkout-soul-purpose-coach,oto-se065-pro-accelerator,thank-you-soul-purpose-coach,97,397,NOT LAUNCHED,CATALOG,260
SPIRITUAL & ENERGY,Luna,LunaEnergyHealing,SE053,Certified Soul Purpose Practitioner™,soul-purpose-practitioner,se053-pro-advanced,se053-pro-master,se053-pro-practice,soul_purpose_practitioner_purchased,se053_pro_accelerator_purchased,soul-purpose-practitioner-certification,se053-pro-accelerator,soul-purpose-practitioner-certification,checkout-soul-purpose-practitioner,oto-se053-pro-accelerator,thank-you-soul-purpose-practitioner,97,397,NOT LAUNCHED,CATALOG,261
SPIRITUAL HEALING,Luna,LunaEnergyHealing,SE054,Certified Soul Retrieval Practitioner™,soul-retrieval-practitioner,se054-pro-advanced,se054-pro-master,se054-pro-practice,soul_retrieval_practitioner_purchased,se054_pro_accelerator_purchased,soul-retrieval-practitioner-certification,se054-pro-accelerator,soul-retrieval-practitioner-certification,checkout-soul-retrieval-practitioner,oto-se054-pro-accelerator,thank-you-soul-retrieval-practitioner,97,397,NOT LAUNCHED,CATALOG,262
SPIRITUAL HEALING,Luna,LunaEnergyHealing,SE055,Certified Sound Bath Facilitator™,sound-bath-facilitator,se055-pro-advanced,se055-pro-master,se055-pro-practice,sound_bath_facilitator_purchased,se055_pro_accelerator_purchased,sound-bath-facilitator-certification,se055-pro-accelerator,sound-bath-facilitator-certification,checkout-sound-bath-facilitator,oto-se055-pro-accelerator,thank-you-sound-bath-facilitator,97,397,GENERATE NOW,FRONTEND,25
SPIRITUAL HEALING,Luna,LunaEnergyHealing,SE056,Certified Spirit Release Practitioner™,spirit-release-practitioner,se056-pro-advanced,se056-pro-master,se056-pro-practice,spirit_release_practitioner_purchased,se056_pro_accelerator_purchased,spirit-release-practitioner-certification,se056-pro-accelerator,spirit-release-practitioner-certification,checkout-spirit-release-practitioner,oto-se056-pro-accelerator,thank-you-spirit-release-practitioner,97,397,NOT LAUNCHED,CATALOG,263
SPIRITUAL & ENERGY,Luna,LunaEnergyHealing,SE057,Certified Spiritual Awakening Practitioner™,spiritual-awakening-practitioner,se057-pro-advanced,se057-pro-master,se057-pro-practice,spiritual_awakening_practitioner_purchased,se057_pro_accelerator_purchased,spiritual-awakening-practitioner-certification,se057-pro-accelerator,spiritual-awakening-practitioner-certification,checkout-spiritual-awakening-practitioner,oto-se057-pro-accelerator,thank-you-spiritual-awakening-practitioner,97,397,NOT LAUNCHED,CATALOG,264
SPIRITUAL HEALING & ENERGY WORK,Luna,LunaEnergyHealing,SE058,Certified Spiritual Life Practitioner™,spiritual-life-practitioner,se058-pro-advanced,se058-pro-master,se058-pro-practice,spiritual_life_practitioner_purchased,se058_pro_accelerator_purchased,spiritual-life-practitioner-certification,se058-pro-accelerator,spiritual-life-practitioner-certification,checkout-spiritual-life-practitioner,oto-se058-pro-accelerator,thank-you-spiritual-life-practitioner,97,397,NOT LAUNCHED,CATALOG,265
SPIRITUAL HEALING & ENERGY WORK,Luna,LunaEsoteric,SE059,Certified Tarot & Oracle Coaching™,tarot-and-oracle-coaching,se059-pro-advanced,se059-pro-master,se059-pro-practice,tarot_and_oracle_coaching_purchased,se059_pro_accelerator_purchased,tarot-and-oracle-coaching-certification,se059-pro-accelerator,tarot-and-oracle-coaching-certification,checkout-tarot-and-oracle-coaching,oto-se059-pro-accelerator,thank-you-tarot-and-oracle-coaching,97,397,NOT LAUNCHED,CATALOG,266
SPIRITUAL HEALING,Luna,LunaEnergyHealing,SE060,Certified Theta Healing Practitioner™,theta-healing-practitioner,se060-pro-advanced,se060-pro-master,se060-pro-practice,theta_healing_practitioner_purchased,se060_pro_accelerator_purchased,theta-healing-practitioner-certification,se060-pro-accelerator,theta-healing-practitioner-certification,checkout-theta-healing-practitioner,oto-se060-pro-accelerator,thank-you-theta-healing-practitioner,97,397,GENERATE NOW,FRONTEND,26
SPIRITUAL HEALING,Luna,LunaEsoteric,SE061,Certified Trance Channeling Practitioner™,trance-channeling-practitioner,se061-pro-advanced,se061-pro-master,se061-pro-practice,trance_channeling_practitioner_purchased,se061_pro_accelerator_purchased,trance-channeling-practitioner-certification,se061-pro-accelerator,trance-channeling-practitioner-certification,checkout-trance-channeling-practitioner,oto-se061-pro-accelerator,thank-you-trance-channeling-practitioner,97,397,NOT LAUNCHED,CATALOG,267
SPIRITUAL HEALING,Luna,LunaEnergyHealing,SE062,Certified Tuning Fork Therapist™,tuning-fork-therapist,se062-pro-advanced,se062-pro-master,se062-pro-practice,tuning_fork_therapist_purchased,se062_pro_accelerator_purchased,tuning-fork-therapist-certification,se062-pro-accelerator,tuning-fork-therapist-certification,checkout-tuning-fork-therapist,oto-se062-pro-accelerator,thank-you-tuning-fork-therapist,97,397,NOT LAUNCHED,CATALOG,268
SPIRITUAL HEALING,Luna,LunaEsoteric,SE063,Certified Vedic Astrology Practitioner™,vedic-astrology-practitioner,se063-pro-advanced,se063-pro-master,se063-pro-practice,vedic_astrology_practitioner_purchased,se063_pro_accelerator_purchased,vedic-astrology-practitioner-certification,se063-pro-accelerator,vedic-astrology-practitioner-certification,checkout-vedic-astrology-practitioner,oto-se063-pro-accelerator,thank-you-vedic-astrology-practitioner,97,397,NOT LAUNCHED,CATALOG,269
YOGA & MOVEMENT,Maya,MayaMindfulness,MM001,Certified Aerial Yoga Therapist™,aerial-yoga-therapist,mm001-pro-advanced,mm001-pro-master,mm001-pro-practice,aerial_yoga_therapist_purchased,mm001_pro_accelerator_purchased,aerial-yoga-therapist-certification,mm001-pro-accelerator,aerial-yoga-therapist-certification,checkout-aerial-yoga-therapist,oto-mm001-pro-accelerator,thank-you-aerial-yoga-therapist,97,397,NOT LAUNCHED,CATALOG,270
ALTERNATIVE & TRADITIONAL THERAPIES,Maya,MayaMindfulness,MM002,Certified Applied Kinesiology Therapist™,applied-kinesiology-therapist,mm002-pro-advanced,mm002-pro-master,mm002-pro-practice,applied_kinesiology_therapist_purchased,mm002_pro_accelerator_purchased,applied-kinesiology-therapist-certification,mm002-pro-accelerator,applied-kinesiology-therapist-certification,checkout-applied-kinesiology-therapist,oto-mm002-pro-accelerator,thank-you-applied-kinesiology-therapist,97,397,NOT LAUNCHED,CATALOG,271
"ART, MUSIC, SOUND & EXPRESSIVE THERAPIES",Maya,MayaMindfulness,MM003,Certified Art Therapy Foundations Therapist™,art-therapy-foundations-therapist,mm003-pro-advanced,mm003-pro-master,mm003-pro-practice,art_therapy_foundations_therapist_purchased,mm003_pro_accelerator_purchased,art-therapy-foundations-therapist-certification,mm003-pro-accelerator,art-therapy-foundations-therapist-certification,checkout-art-therapy-foundations-therapist,oto-mm003-pro-accelerator,thank-you-art-therapy-foundations-therapist,97,397,GENERATE NOW,FRONTEND,27
MIND-BODY MODALITIES,Maya,MayaMindfulness,MM004,Certified Body Scan & Progressive Relaxation Therapist™,body-scan-and-progressive-relaxation-therapist,mm004-pro-advanced,mm004-pro-master,mm004-pro-practice,body_scan_and_progressive_relaxation_therapist_purchased,mm004_pro_accelerator_purchased,body-scan-and-progressive-relaxation-therapist-certification,mm004-pro-accelerator,body-scan-and-progressive-relaxation-therapist-certification,checkout-body-scan-and-progressive-relaxation-therapist,oto-mm004-pro-accelerator,thank-you-body-scan-and-progressive-relaxation-therapist,97,397,NOT LAUNCHED,CATALOG,273
"ART, MUSIC, SOUND & EXPRESSIVE THERAPIES",Maya,MayaMindfulness,MM005,Certified Breath & Movement Therapist™,breath-and-movement-therapist,mm005-pro-advanced,mm005-pro-master,mm005-pro-practice,breath_and_movement_therapist_purchased,mm005_pro_accelerator_purchased,breath-and-movement-therapist-certification,mm005-pro-accelerator,breath-and-movement-therapist-certification,checkout-breath-and-movement-therapist,oto-mm005-pro-accelerator,thank-you-breath-and-movement-therapist,97,397,NOT LAUNCHED,CATALOG,274
ALTERNATIVE & TRADITIONAL THERAPIES,Maya,MayaMindfulness,MM006,Certified Cell Salts & Tissue Remedies Therapist™,cell-salts-and-tissue-remedies-therapist,mm006-pro-advanced,mm006-pro-master,mm006-pro-practice,cell_salts_and_tissue_remedies_therapist_purchased,mm006_pro_accelerator_purchased,cell-salts-and-tissue-remedies-therapist-certification,mm006-pro-accelerator,cell-salts-and-tissue-remedies-therapist-certification,checkout-cell-salts-and-tissue-remedies-therapist,oto-mm006-pro-accelerator,thank-you-cell-salts-and-tissue-remedies-therapist,97,397,NOT LAUNCHED,CATALOG,275
YOGA & MOVEMENT,Maya,MayaMindfulness,MM007,Certified Chair Yoga & Accessible Movement Therapist™,chair-yoga-and-accessible-movement-therapist,mm007-pro-advanced,mm007-pro-master,mm007-pro-practice,chair_yoga_and_accessible_movement_therapist_purchased,mm007_pro_accelerator_purchased,chair-yoga-and-accessible-movement-therapist-certification,mm007-pro-accelerator,chair-yoga-and-accessible-movement-therapist-certification,checkout-chair-yoga-and-accessible-movement-therapist,oto-mm007-pro-accelerator,thank-you-chair-yoga-and-accessible-movement-therapist,97,397,NOT LAUNCHED,CATALOG,276
ALTERNATIVE & TRADITIONAL THERAPIES,Maya,MayaMindfulness,MM008,Certified Color Therapy Therapist™,color-therapy-therapist,mm008-pro-advanced,mm008-pro-master,mm008-pro-practice,color_therapy_therapist_purchased,mm008_pro_accelerator_purchased,color-therapy-therapist-certification,mm008-pro-accelerator,color-therapy-therapist-certification,checkout-color-therapy-therapist,oto-mm008-pro-accelerator,thank-you-color-therapy-therapist,97,397,NOT LAUNCHED,CATALOG,277
