Category,Coach,Pixel ID,Course Code,Course Name,L1 Slug,L2 Slug,L3 Slug,L4 Slug,L1 Tag,PRO Tag,CF L1 SKU,CF PRO SKU,Sales Page Slug,Checkout Slug,OTO 1 Slug,Thank You Page Slug,L1 Price,PRO Price,Status
SPIRITUAL HEALING,Luna,LunaSpiritualEnergy,SP022,Certified Vedic Astrology Practitioner™,vedic-astrology,,,,,,,,,,,,97,397,NOT LAUNCHED
YOGA & MOVEMENT,Maya,MayaMindfulness,Y&206,Certified Aerial Yoga Therapist™,aerial-yoga,y&206-pro-advanced,y&206-pro-master,y&206-pro-practice,aerial_yoga_purchased,y&206_pro_accelerator_purchased,aerial-yoga-certification,y&206-pro-accelerator,aerial-yoga-certification,checkout-aerial-yoga,oto-y&206-pro-accelerator,thank-you-aerial-yoga,97,397,NOT LAUNCHED
ALTERNATIVE & TRADITIONAL THERAPIES,Maya,MayaMindfulness,A&333,Certified Applied Kinesiology Therapist™,applied-kinesiology,a&333-pro-advanced,a&333-pro-master,a&333-pro-practice,applied_kinesiology_purchased,a&333_pro_accelerator_purchased,applied-kinesiology-certification,a&333-pro-accelerator,applied-kinesiology-certification,checkout-applied-kinesiology,oto-a&333-pro-accelerator,thank-you-applied-kinesiology,97,397,NOT LAUNCHED
"ART, MUSIC, SOUND & EXPRESSIVE THERAPIES",Maya,MayaMindfulness,AM121,Certified Art Therapy Foundations Therapist™,art-therapy-foundations,am121-pro-advanced,am121-pro-master,am121-pro-practice,art_therapy_foundations_purchased,am121_pro_accelerator_purchased,art-therapy-foundations-certification,am121-pro-accelerator,art-therapy-foundations-certification,checkout-art-therapy-foundations,oto-am121-pro-accelerator,thank-you-art-therapy-foundations,97,397,NOT LAUNCHED
MIND-BODY MODALITIES,Maya,MayaMindfulness,MM349,Certified Body Scan & Progressive Relaxation Therapist™,body-scan-progressive-relaxation,mm349-pro-advanced,mm349-pro-master,mm349-pro-practice,body_scan_progressive_relaxation_purchased,mm349_pro_accelerator_purchased,body-scan-progressive-relaxation-certification,mm349-pro-accelerator,body-scan-progressive-relaxation-certification,checkout-body-scan-progressive-relaxation,oto-mm349-pro-accelerator,thank-you-body-scan-progressive-relaxation,97,397,NOT LAUNCHED
"ART, MUSIC, SOUND & EXPRESSIVE THERAPIES",Maya,MayaMindfulness,AM125,Certified Breath & Movement Therapist™,breath-movement,am125-pro-advanced,am125-pro-master,am125-pro-practice,breath_movement_purchased,am125_pro_accelerator_purchased,breath-movement-certification,am125-pro-accelerator,breath-movement-certification,checkout-breath-movement,oto-am125-pro-accelerator,thank-you-breath-movement,97,397,NOT LAUNCHED
ALTERNATIVE & TRADITIONAL THERAPIES,Maya,MayaMindfulness,A&335,Certified Cell Salts & Tissue Remedies Therapist™,cell-salts-tissue-remedies,a&335-pro-advanced,a&335-pro-master,a&335-pro-practice,cell_salts_tissue_remedies_purchased,a&335_pro_accelerator_purchased,cell-salts-tissue-remedies-certification,a&335-pro-accelerator,cell-salts-tissue-remedies-certification,checkout-cell-salts-tissue-remedies,oto-a&335-pro-accelerator,thank-you-cell-salts-tissue-remedies,97,397,NOT LAUNCHED
YOGA & MOVEMENT,Maya,MayaMindfulness,Y&200,Certified Chair Yoga & Accessible Movement Therapist™,chair-yoga-accessible-movement,y&200-pro-advanced,y&200-pro-master,y&200-pro-practice,chair_yoga_accessible_movement_purchased,y&200_pro_accelerator_purchased,chair-yoga-accessible-movement-certification,y&200-pro-accelerator,chair-yoga-accessible-movement-certification,checkout-chair-yoga-accessible-movement,oto-y&200-pro-accelerator,thank-you-chair-yoga-accessible-movement,97,397,NOT LAUNCHED
ALTERNATIVE & TRADITIONAL THERAPIES,Maya,MayaMindfulness,A&336,Certified Color Therapy Therapist™,color-therapy,a&336-pro-advanced,a&336-pro-master,a&336-pro-practice,color_therapy_purchased,a&336_pro_accelerator_purchased,color-therapy-certification,a&336-pro-accelerator,color-therapy-certification,checkout-color-therapy,oto-a&336-pro-accelerator,thank-you-color-therapy,97,397,NOT LAUNCHED
"ART, MUSIC, SOUND & EXPRESSIVE THERAPIES",Maya,MayaMindfulness,AM129,Certified Creative Journaling Healing Therapist™,creative-journaling-healing,am129-pro-advanced,am129-pro-master,am129-pro-practice,creative_journaling_healing_purchased,am129_pro_accelerator_purchased,creative-journaling-healing-certification,am129-pro-accelerator,creative-journaling-healing-certification,checkout-creative-journaling-healing,oto-am129-pro-accelerator,thank-you-creative-journaling-healing,97,397,NOT LAUNCHED
"ART, MUSIC, SOUND & EXPRESSIVE THERAPIES",Maya,MayaMindfulness,AM127,Certified Dance Therapy Foundations Therapist™,dance-therapy-foundations,am127-pro-advanced,am127-pro-master,am127-pro-practice,dance_therapy_foundations_purchased,am127_pro_accelerator_purchased,dance-therapy-foundations-certification,am127-pro-accelerator,dance-therapy-foundations-certification,checkout-dance-therapy-foundations,oto-am127-pro-accelerator,thank-you-dance-therapy-foundations,97,397,NOT LAUNCHED
"ART, MUSIC, SOUND & EXPRESSIVE THERAPIES",Maya,MayaMindfulness,AM130,Certified Drumming Circle Facilitator™,drumming-circle-facilitator,am130-pro-advanced,am130-pro-master,am130-pro-practice,drumming_circle_facilitator_purchased,am130_pro_accelerator_purchased,drumming-circle-facilitator-certification,am130-pro-accelerator,drumming-circle-facilitator-certification,checkout-drumming-circle-facilitator,oto-am130-pro-accelerator,thank-you-drumming-circle-facilitator,97,397,NOT LAUNCHED
ALTERNATIVE & TRADITIONAL THERAPIES,Maya,MayaMindfulness,A&339,Certified Dry Brushing & Skin Detox Therapist™,dry-brushing-skin-detox,a&339-pro-advanced,a&339-pro-master,a&339-pro-practice,dry_brushing_skin_detox_purchased,a&339_pro_accelerator_purchased,dry-brushing-skin-detox-certification,a&339-pro-accelerator,dry-brushing-skin-detox-certification,checkout-dry-brushing-skin-detox,oto-a&339-pro-accelerator,thank-you-dry-brushing-skin-detox,97,397,NOT LAUNCHED
MIND-BODY MODALITIES,Maya,MayaMindfulness,MM342,Certified EFT/Tapping Therapist™,efttapping,mm342-pro-advanced,mm342-pro-master,mm342-pro-practice,efttapping_purchased,mm342_pro_accelerator_purchased,efttapping-certification,mm342-pro-accelerator,efttapping-certification,checkout-efttapping,oto-mm342-pro-accelerator,thank-you-efttapping,97,397,NOT LAUNCHED
MIND-BODY MODALITIES,Maya,MayaMindfulness,MM343,Certified EMDR Foundations Therapist™,emdr-foundations,mm343-pro-advanced,mm343-pro-master,mm343-pro-practice,emdr_foundations_purchased,mm343_pro_accelerator_purchased,emdr-foundations-certification,mm343-pro-accelerator,emdr-foundations-certification,checkout-emdr-foundations,oto-mm343-pro-accelerator,thank-you-emdr-foundations,97,397,NOT LAUNCHED
ALTERNATIVE & TRADITIONAL THERAPIES,Maya,MayaMindfulness,A&338,Certified Float Therapy & Sensory Deprivation Therapist™,float-therapy-sensory-deprivation,a&338-pro-advanced,a&338-pro-master,a&338-pro-practice,float_therapy_sensory_deprivation_purchased,a&338_pro_accelerator_purchased,float-therapy-sensory-deprivation-certification,a&338-pro-accelerator,float-therapy-sensory-deprivation-certification,checkout-float-therapy-sensory-deprivation,oto-a&338-pro-accelerator,thank-you-float-therapy-sensory-deprivation,97,397,NOT LAUNCHED
ALTERNATIVE & TRADITIONAL THERAPIES,Maya,MayaMindfulness,A&334,Certified Flower Essences (Bach) Therapist™,flower-essences-bach,a&334-pro-advanced,a&334-pro-master,a&334-pro-practice,flower_essences_bach_purchased,a&334_pro_accelerator_purchased,flower-essences-bach-certification,a&334-pro-accelerator,flower-essences-bach-certification,checkout-flower-essences-bach,oto-a&334-pro-accelerator,thank-you-flower-essences-bach,97,397,NOT LAUNCHED
"ART, MUSIC, SOUND & EXPRESSIVE THERAPIES",Maya,MayaMindfulness,AM132,Certified Gong Therapy Facilitator™,gong-therapy-facilitator,am132-pro-advanced,am132-pro-master,am132-pro-practice,gong_therapy_facilitator_purchased,am132_pro_accelerator_purchased,gong-therapy-facilitator-certification,am132-pro-accelerator,gong-therapy-facilitator-certification,checkout-gong-therapy-facilitator,oto-am132-pro-accelerator,thank-you-gong-therapy-facilitator,97,397,NOT LAUNCHED
MIND-BODY MODALITIES,Maya,MayaMindfulness,MM348,Certified Guided Imagery & Visualization Therapist™,guided-imagery-visualization,mm348-pro-advanced,mm348-pro-master,mm348-pro-practice,guided_imagery_visualization_purchased,mm348_pro_accelerator_purchased,guided-imagery-visualization-certification,mm348-pro-accelerator,guided-imagery-visualization-certification,checkout-guided-imagery-visualization,oto-mm348-pro-accelerator,thank-you-guided-imagery-visualization,97,397,NOT LAUNCHED
MIND-BODY MODALITIES,Maya,MayaMindfulness,MM345,Certified Havening Therapist™,havening,mm345-pro-advanced,mm345-pro-master,mm345-pro-practice,havening_purchased,mm345_pro_accelerator_purchased,havening-certification,mm345-pro-accelerator,havening-certification,checkout-havening,oto-mm345-pro-accelerator,thank-you-havening,97,397,NOT LAUNCHED
ALTERNATIVE & TRADITIONAL THERAPIES,Maya,MayaMindfulness,A&330,Certified Homeopathy Foundations Therapist™,homeopathy-foundations,a&330-pro-advanced,a&330-pro-master,a&330-pro-practice,homeopathy_foundations_purchased,a&330_pro_accelerator_purchased,homeopathy-foundations-certification,a&330-pro-accelerator,homeopathy-foundations-certification,checkout-homeopathy-foundations,oto-a&330-pro-accelerator,thank-you-homeopathy-foundations,97,397,NOT LAUNCHED
YOGA & MOVEMENT,Maya,MayaMindfulness,Y&205,Certified Hot Yoga & Bikram Therapist™,hot-yoga-bikram,y&205-pro-advanced,y&205-pro-master,y&205-pro-practice,hot_yoga_bikram_purchased,y&205_pro_accelerator_purchased,hot-yoga-bikram-certification,y&205-pro-accelerator,hot-yoga-bikram-certification,checkout-hot-yoga-bikram,oto-y&205-pro-accelerator,thank-you-hot-yoga-bikram,97,397,NOT LAUNCHED
MIND-BODY MODALITIES,Maya,MayaMindfulness,MM340,Certified Hypnotherapy Therapist™,hypnotherapy,mm340-pro-advanced,mm340-pro-master,mm340-pro-practice,hypnotherapy_purchased,mm340_pro_accelerator_purchased,hypnotherapy-certification,mm340-pro-accelerator,hypnotherapy-certification,checkout-hypnotherapy,oto-mm340-pro-accelerator,thank-you-hypnotherapy,97,397,NOT LAUNCHED
ALTERNATIVE & TRADITIONAL THERAPIES,Maya,MayaMindfulness,A&332,Certified Iridology Therapist™,iridology,a&332-pro-advanced,a&332-pro-master,a&332-pro-practice,iridology_purchased,a&332_pro_accelerator_purchased,iridology-certification,a&332-pro-accelerator,iridology-certification,checkout-iridology,oto-a&332-pro-accelerator,thank-you-iridology,97,397,NOT LAUNCHED
YOGA & MOVEMENT,Maya,MayaMindfulness,Y&201,Certified Kids Yoga Therapist™,kids-yoga,y&201-pro-advanced,y&201-pro-master,y&201-pro-practice,kids_yoga_purchased,y&201_pro_accelerator_purchased,kids-yoga-certification,y&201-pro-accelerator,kids-yoga-certification,checkout-kids-yoga,oto-y&201-pro-accelerator,thank-you-kids-yoga,97,397,NOT LAUNCHED
YOGA & MOVEMENT,Maya,MayaMindfulness,Y&204,Certified Kundalini Yoga Foundations Therapist™,kundalini-yoga-foundations,y&204-pro-advanced,y&204-pro-master,y&204-pro-practice,kundalini_yoga_foundations_purchased,y&204_pro_accelerator_purchased,kundalini-yoga-foundations-certification,y&204-pro-accelerator,kundalini-yoga-foundations-certification,checkout-kundalini-yoga-foundations,oto-y&204-pro-accelerator,thank-you-kundalini-yoga-foundations,97,397,NOT LAUNCHED
ALTERNATIVE & TRADITIONAL THERAPIES,Maya,MayaMindfulness,A&337,Certified Magnetic Therapy & PEMF Therapist™,magnetic-therapy-pemf,a&337-pro-advanced,a&337-pro-master,a&337-pro-practice,magnetic_therapy_pemf_purchased,a&337_pro_accelerator_purchased,magnetic-therapy-pemf-certification,a&337-pro-accelerator,magnetic-therapy-pemf-certification,checkout-magnetic-therapy-pemf,oto-a&337-pro-accelerator,thank-you-magnetic-therapy-pemf,97,397,NOT LAUNCHED
"ART, MUSIC, SOUND & EXPRESSIVE THERAPIES",Maya,MayaMindfulness,AM122,Certified Music Healing Therapist™,music-healing,am122-pro-advanced,am122-pro-master,am122-pro-practice,music_healing_purchased,am122_pro_accelerator_purchased,music-healing-certification,am122-pro-accelerator,music-healing-certification,checkout-music-healing,oto-am122-pro-accelerator,thank-you-music-healing,97,397,NOT LAUNCHED
MIND-BODY MODALITIES,Maya,MayaMindfulness,MM341,Certified NLP (Neuro-Linguistic Programming) Therapist™,nlp-neuro-linguistic-programming,mm341-pro-advanced,mm341-pro-master,mm341-pro-practice,nlp_neuro_linguistic_programming_purchased,mm341_pro_accelerator_purchased,nlp-neuro-linguistic-programming-certification,mm341-pro-accelerator,nlp-neuro-linguistic-programming-certification,checkout-nlp-neuro-linguistic-programming,oto-mm341-pro-accelerator,thank-you-nlp-neuro-linguistic-programming,97,397,NOT LAUNCHED
ALTERNATIVE & TRADITIONAL THERAPIES,Maya,MayaMindfulness,A&331,Certified Naturopathy Foundations Therapist™,naturopathy-foundations,a&331-pro-advanced,a&331-pro-master,a&331-pro-practice,naturopathy_foundations_purchased,a&331_pro_accelerator_purchased,naturopathy-foundations-certification,a&331-pro-accelerator,naturopathy-foundations-certification,checkout-naturopathy-foundations,oto-a&331-pro-accelerator,thank-you-naturopathy-foundations,97,397,NOT LAUNCHED
"ART, MUSIC, SOUND & EXPRESSIVE THERAPIES",Maya,MayaMindfulness,AM126,Certified Play Therapy Foundations Therapist™,play-therapy-foundations,am126-pro-advanced,am126-pro-master,am126-pro-practice,play_therapy_foundations_purchased,am126_pro_accelerator_purchased,play-therapy-foundations-certification,am126-pro-accelerator,play-therapy-foundations-certification,checkout-play-therapy-foundations,oto-am126-pro-accelerator,thank-you-play-therapy-foundations,97,397,NOT LAUNCHED
MIND-BODY MODALITIES,Maya,MayaMindfulness,MM347,Certified Polyvagal-Based Coaching™,polyvagal-based-coaching,mm347-pro-advanced,mm347-pro-master,mm347-pro-practice,polyvagal_based_coaching_purchased,mm347_pro_accelerator_purchased,polyvagal-based-coaching-certification,mm347-pro-accelerator,polyvagal-based-coaching-certification,checkout-polyvagal-based-coaching,oto-mm347-pro-accelerator,thank-you-polyvagal-based-coaching,97,397,NOT LAUNCHED
YOGA & MOVEMENT,Maya,MayaMindfulness,Y&199,Certified Prenatal Yoga Therapist™,prenatal-yoga,y&199-pro-advanced,y&199-pro-master,y&199-pro-practice,prenatal_yoga_purchased,y&199_pro_accelerator_purchased,prenatal-yoga-certification,y&199-pro-accelerator,prenatal-yoga-certification,checkout-prenatal-yoga,oto-y&199-pro-accelerator,thank-you-prenatal-yoga,97,397,NOT LAUNCHED
"ART, MUSIC, SOUND & EXPRESSIVE THERAPIES",Maya,MayaMindfulness,AM124,Certified Qigong & Energy Movement Therapist™,qigong-energy-movement,am124-pro-advanced,am124-pro-master,am124-pro-practice,qigong_energy_movement_purchased,am124_pro_accelerator_purchased,qigong-energy-movement-certification,am124-pro-accelerator,qigong-energy-movement-certification,checkout-qigong-energy-movement,oto-am124-pro-accelerator,thank-you-qigong-energy-movement,97,397,NOT LAUNCHED
YOGA & MOVEMENT,Maya,MayaMindfulness,Y&196,Certified Restorative Yoga Therapist™,restorative-yoga,y&196-pro-advanced,y&196-pro-master,y&196-pro-practice,restorative_yoga_purchased,y&196_pro_accelerator_purchased,restorative-yoga-certification,y&196-pro-accelerator,restorative-yoga-certification,checkout-restorative-yoga,oto-y&196-pro-accelerator,thank-you-restorative-yoga,97,397,NOT LAUNCHED
"ART, MUSIC, SOUND & EXPRESSIVE THERAPIES",Maya,MayaMindfulness,AM131,Certified Singing Bowl Practitioner™,singing-bowl-practitioner,am131-pro-advanced,am131-pro-master,am131-pro-practice,singing_bowl_practitioner_purchased,am131_pro_accelerator_purchased,singing-bowl-practitioner-certification,am131-pro-accelerator,singing-bowl-practitioner-certification,checkout-singing-bowl-practitioner,oto-am131-pro-accelerator,thank-you-singing-bowl-practitioner,97,397,NOT LAUNCHED
"ART, MUSIC, SOUND & EXPRESSIVE THERAPIES",Maya,MayaMindfulness,AM123,Certified Sound Bath Facilitator™,sound-bath-facilitator,am123-pro-advanced,am123-pro-master,am123-pro-practice,sound_bath_facilitator_purchased,am123_pro_accelerator_purchased,sound-bath-facilitator-certification,am123-pro-accelerator,sound-bath-facilitator-certification,checkout-sound-bath-facilitator,oto-am123-pro-accelerator,thank-you-sound-bath-facilitator,97,397,NOT LAUNCHED
MIND-BODY MODALITIES,Maya,MayaMindfulness,MM346,Certified TRE (Trauma Release Exercises) Therapist™,tre-trauma-release-exercises,mm346-pro-advanced,mm346-pro-master,mm346-pro-practice,tre_trauma_release_exercises_purchased,mm346_pro_accelerator_purchased,tre-trauma-release-exercises-certification,mm346-pro-accelerator,tre-trauma-release-exercises-certification,checkout-tre-trauma-release-exercises,oto-mm346-pro-accelerator,thank-you-tre-trauma-release-exercises,97,397,NOT LAUNCHED
MIND-BODY MODALITIES,Maya,MayaMindfulness,MM344,Certified Timeline Therapy Therapist™,timeline-therapy,mm344-pro-advanced,mm344-pro-master,mm344-pro-practice,timeline_therapy_purchased,mm344_pro_accelerator_purchased,timeline-therapy-certification,mm344-pro-accelerator,timeline-therapy-certification,checkout-timeline-therapy,oto-mm344-pro-accelerator,thank-you-timeline-therapy,97,397,NOT LAUNCHED
YOGA & MOVEMENT,Maya,MayaMindfulness,Y&198,Certified Trauma-Informed Yoga Therapist™,trauma-informed-yoga,y&198-pro-advanced,y&198-pro-master,y&198-pro-practice,trauma_informed_yoga_purchased,y&198_pro_accelerator_purchased,trauma-informed-yoga-certification,y&198-pro-accelerator,trauma-informed-yoga-certification,checkout-trauma-informed-yoga,oto-y&198-pro-accelerator,thank-you-trauma-informed-yoga,97,397,NOT LAUNCHED
YOGA & MOVEMENT,Maya,MayaMindfulness,Y&203,Certified Vinyasa Flow Teacher™,vinyasa-flow-teacher,y&203-pro-advanced,y&203-pro-master,y&203-pro-practice,vinyasa_flow_teacher_purchased,y&203_pro_accelerator_purchased,vinyasa-flow-teacher-certification,y&203-pro-accelerator,vinyasa-flow-teacher-certification,checkout-vinyasa-flow-teacher,oto-y&203-pro-accelerator,thank-you-vinyasa-flow-teacher,97,397,NOT LAUNCHED
"ART, MUSIC, SOUND & EXPRESSIVE THERAPIES",Maya,MayaMindfulness,AM128,Certified Voice Healing Practitioner™,voice-healing-practitioner,am128-pro-advanced,am128-pro-master,am128-pro-practice,voice_healing_practitioner_purchased,am128_pro_accelerator_purchased,voice-healing-practitioner-certification,am128-pro-accelerator,voice-healing-practitioner-certification,checkout-voice-healing-practitioner,oto-am128-pro-accelerator,thank-you-voice-healing-practitioner,97,397,NOT LAUNCHED
YOGA & MOVEMENT,Maya,MayaMindfulness,Y&197,Certified Yin Yoga & Fascia Therapist™,yin-yoga-fascia,y&197-pro-advanced,y&197-pro-master,y&197-pro-practice,yin_yoga_fascia_purchased,y&197_pro_accelerator_purchased,yin-yoga-fascia-certification,y&197-pro-accelerator,yin-yoga-fascia-certification,checkout-yin-yoga-fascia,oto-y&197-pro-accelerator,thank-you-yin-yoga-fascia,97,397,NOT LAUNCHED
YOGA & MOVEMENT,Maya,MayaMindfulness,Y&195,Certified Yoga Foundations Teacher™,yoga-foundations-teacher,y&195-pro-advanced,y&195-pro-master,y&195-pro-practice,yoga_foundations_teacher_purchased,y&195_pro_accelerator_purchased,yoga-foundations-teacher-certification,y&195-pro-accelerator,yoga-foundations-teacher-certification,checkout-yoga-foundations-teacher,oto-y&195-pro-accelerator,thank-you-yoga-foundations-teacher,97,397,NOT LAUNCHED
YOGA & MOVEMENT,Maya,MayaMindfulness,Y&207,Certified Yoga Nidra Facilitator™,yoga-nidra-facilitator,y&207-pro-advanced,y&207-pro-master,y&207-pro-practice,yoga_nidra_facilitator_purchased,y&207_pro_accelerator_purchased,yoga-nidra-facilitator-certification,y&207-pro-accelerator,yoga-nidra-facilitator-certification,checkout-yoga-nidra-facilitator,oto-y&207-pro-accelerator,thank-you-yoga-nidra-facilitator,97,397,NOT LAUNCHED
YOGA & MOVEMENT,Maya,MayaMindfulness,Y&202,Certified Yoga for Anxiety & Depression Therapist™,yoga-for-anxiety-depression,y&202-pro-advanced,y&202-pro-master,y&202-pro-practice,yoga_for_anxiety_depression_purchased,y&202_pro_accelerator_purchased,yoga-for-anxiety-depression-certification,y&202-pro-accelerator,yoga-for-anxiety-depression-certification,checkout-yoga-for-anxiety-depression,oto-y&202-pro-accelerator,thank-you-yoga-for-anxiety-depression,97,397,NOT LAUNCHED
BODYWORK & MASSAGE THERAPY,Maya,MayaTherapyModalities,B&236,Certified Aromatherapy Therapist™,aromatherapy,b&236-pro-advanced,b&236-pro-master,b&236-pro-practice,aromatherapy_purchased,b&236_pro_accelerator_purchased,aromatherapy-certification,b&236-pro-accelerator,aromatherapy-certification,checkout-aromatherapy,oto-b&236-pro-accelerator,thank-you-aromatherapy,97,397,NOT LAUNCHED
BODYWORK & MASSAGE THERAPY,Maya,MayaTherapyModalities,B&235,Certified Craniosacral Therapy Foundations Therapist™,craniosacral-therapy-foundations,b&235-pro-advanced,b&235-pro-master,b&235-pro-practice,craniosacral_therapy_foundations_purchased,b&235_pro_accelerator_purchased,craniosacral-therapy-foundations-certification,b&235-pro-accelerator,craniosacral-therapy-foundations-certification,checkout-craniosacral-therapy-foundations,oto-b&235-pro-accelerator,thank-you-craniosacral-therapy-foundations,97,397,NOT LAUNCHED
BODYWORK & MASSAGE THERAPY,Maya,MayaTherapyModalities,B&239,Certified Hot Stone Massage Therapist™,hot-stone-massage,b&239-pro-advanced,b&239-pro-master,b&239-pro-practice,hot_stone_massage_purchased,b&239_pro_accelerator_purchased,hot-stone-massage-certification,b&239-pro-accelerator,hot-stone-massage-certification,checkout-hot-stone-massage,oto-b&239-pro-accelerator,thank-you-hot-stone-massage,97,397,NOT LAUNCHED
BODYWORK & MASSAGE THERAPY,Maya,MayaTherapyModalities,B&232,Certified Lymphatic Drainage Therapist™,lymphatic-drainage,b&232-pro-advanced,b&232-pro-master,b&232-pro-practice,lymphatic_drainage_purchased,b&232_pro_accelerator_purchased,lymphatic-drainage-certification,b&232-pro-accelerator,lymphatic-drainage-certification,checkout-lymphatic-drainage,oto-b&232-pro-accelerator,thank-you-lymphatic-drainage,97,397,NOT LAUNCHED
BODYWORK & MASSAGE THERAPY,Maya,MayaTherapyModalities,B&231,Certified Massage Therapy Foundations Therapist™,massage-therapy-foundations,b&231-pro-advanced,b&231-pro-master,b&231-pro-practice,massage_therapy_foundations_purchased,b&231_pro_accelerator_purchased,massage-therapy-foundations-certification,b&231-pro-accelerator,massage-therapy-foundations-certification,checkout-massage-therapy-foundations,oto-b&231-pro-accelerator,thank-you-massage-therapy-foundations,97,397,NOT LAUNCHED
BODYWORK & MASSAGE THERAPY,Maya,MayaTherapyModalities,B&233,Certified Myofascial Release Therapist™,myofascial-release,b&233-pro-advanced,b&233-pro-master,b&233-pro-practice,myofascial_release_purchased,b&233_pro_accelerator_purchased,myofascial-release-certification,b&233-pro-accelerator,myofascial-release-certification,checkout-myofascial-release,oto-b&233-pro-accelerator,thank-you-myofascial-release,97,397,NOT LAUNCHED
BODYWORK & MASSAGE THERAPY,Maya,MayaTherapyModalities,B&242,Certified Prenatal Massage Therapist™,prenatal-massage,b&242-pro-advanced,b&242-pro-master,b&242-pro-practice,prenatal_massage_purchased,b&242_pro_accelerator_purchased,prenatal-massage-certification,b&242-pro-accelerator,prenatal-massage-certification,checkout-prenatal-massage,oto-b&242-pro-accelerator,thank-you-prenatal-massage,97,397,NOT LAUNCHED
BODYWORK & MASSAGE THERAPY,Maya,MayaTherapyModalities,B&234,Certified Reflexology Therapist™,reflexology,b&234-pro-advanced,b&234-pro-master,b&234-pro-practice,reflexology_purchased,b&234_pro_accelerator_purchased,reflexology-certification,b&234-pro-accelerator,reflexology-certification,checkout-reflexology,oto-b&234-pro-accelerator,thank-you-reflexology,97,397,NOT LAUNCHED
BODYWORK & MASSAGE THERAPY,Maya,MayaTherapyModalities,B&240,Certified Shiatsu Therapist™,shiatsu,b&240-pro-advanced,b&240-pro-master,b&240-pro-practice,shiatsu_purchased,b&240_pro_accelerator_purchased,shiatsu-certification,b&240-pro-accelerator,shiatsu-certification,checkout-shiatsu,oto-b&240-pro-accelerator,thank-you-shiatsu,97,397,NOT LAUNCHED
BODYWORK & MASSAGE THERAPY,Maya,MayaTherapyModalities,B&237,Certified Sports Massage Therapist™,sports-massage,b&237-pro-advanced,b&237-pro-master,b&237-pro-practice,sports_massage_purchased,b&237_pro_accelerator_purchased,sports-massage-certification,b&237-pro-accelerator,sports-massage-certification,checkout-sports-massage,oto-b&237-pro-accelerator,thank-you-sports-massage,97,397,NOT LAUNCHED
BODYWORK & MASSAGE THERAPY,Maya,MayaTherapyModalities,B&238,Certified Thai Massage Therapist™,thai-massage,b&238-pro-advanced,b&238-pro-master,b&238-pro-practice,thai_massage_purchased,b&238_pro_accelerator_purchased,thai-massage-certification,b&238-pro-accelerator,thai-massage-certification,checkout-thai-massage,oto-b&238-pro-accelerator,thank-you-thai-massage,97,397,NOT LAUNCHED
BODYWORK & MASSAGE THERAPY,Maya,MayaTherapyModalities,B&241,Certified Trigger Point Therapist™,trigger-point,b&241-pro-advanced,b&241-pro-master,b&241-pro-practice,trigger_point_purchased,b&241_pro_accelerator_purchased,trigger-point-certification,b&241-pro-accelerator,trigger-point-certification,checkout-trigger-point,oto-b&241-pro-accelerator,thank-you-trigger-point,97,397,NOT LAUNCHED
SENIOR & END-OF-LIFE,Olivia,OliviaGriefEndoflife,S&394,Certified Aging Parent Support Specialist™,aging-parent-support,s&394-pro-advanced,s&394-pro-master,s&394-pro-practice,aging_parent_support_purchased,s&394_pro_accelerator_purchased,aging-parent-support-certification,s&394-pro-accelerator,aging-parent-support-certification,checkout-aging-parent-support,oto-s&394-pro-accelerator,thank-you-aging-parent-support,97,397,NOT LAUNCHED
SENIOR & END-OF-LIFE,Olivia,OliviaGriefEndoflife,S&393,Certified Alzheimer's Family Support Specialist™,alzheimers-family-support,s&393-pro-advanced,s&393-pro-master,s&393-pro-practice,alzheimers_family_support_purchased,s&393_pro_accelerator_purchased,alzheimers-family-support-certification,s&393-pro-accelerator,alzheimers-family-support-certification,checkout-alzheimers-family-support,oto-s&393-pro-accelerator,thank-you-alzheimers-family-support,97,397,NOT LAUNCHED
GRIEF & BEREAVEMENT,Olivia,OliviaGriefEndoflife,G&428,Certified Ambiguous Loss Specialist™,ambiguous-loss,g&428-pro-advanced,g&428-pro-master,g&428-pro-practice,ambiguous_loss_purchased,g&428_pro_accelerator_purchased,ambiguous-loss-certification,g&428-pro-accelerator,ambiguous-loss-certification,checkout-ambiguous-loss,oto-g&428-pro-accelerator,thank-you-ambiguous-loss,97,397,NOT LAUNCHED
GRIEF & BEREAVEMENT,Olivia,OliviaGriefEndoflife,G&427,Certified Anticipatory Grief Specialist™,anticipatory-grief,g&427-pro-advanced,g&427-pro-master,g&427-pro-practice,anticipatory_grief_purchased,g&427_pro_accelerator_purchased,anticipatory-grief-certification,g&427-pro-accelerator,anticipatory-grief-certification,checkout-anticipatory-grief,oto-g&427-pro-accelerator,thank-you-anticipatory-grief,97,397,NOT LAUNCHED
GRIEF & BEREAVEMENT,Olivia,OliviaGriefEndoflife,G&421,Certified Bereaved Parent Specialist™,bereaved-parent,g&421-pro-advanced,g&421-pro-master,g&421-pro-practice,bereaved_parent_purchased,g&421_pro_accelerator_purchased,bereaved-parent-certification,g&421-pro-accelerator,bereaved-parent-certification,checkout-bereaved-parent,oto-g&421-pro-accelerator,thank-you-bereaved-parent,97,397,NOT LAUNCHED
